longitude,latitude
172.3857757062929,9.284638673403506
172.18126004799953,9.331515399671392
171.97642200970833,9.378178582889639
171.77126356881686,9.424628518094389
171.56578669546283,9.470865501350382
171.35999335253376,9.516889829686708
171.1538854956771,9.56270180103871
170.9474650733111,9.608301714183018
170.7407340266362,9.653689868682223
170.53369428964703,9.698866564823962
170.32634778914544,9.7438321035654
170.11869644475345,9.78858678647671
169.9107421689275,9.833130915686233
169.7024868669727,9.877464793825885
169.49393243705805,9.921588723978633
169.28508077023216,9.965503009624998
169.07593375043916,10.009207954596471
168.86649325453573,10.052703863019433
168.65676115230806,10.09599103927025
168.44673930649003,10.139069787924939
168.23642957278108,10.181940413713745
168.02583379986504,10.224603221473776
167.8149538294297,10.267058516102532
167.6037914961861,10.309306602514575
167.3923486278889,10.351347785598126
167.18062704535737,10.393182370171123
166.9686285624957,10.434810660939982
166.7563549863153,10.47623296245754
166.54380811695606,10.517449579084087
166.33098974770928,10.558460814945821
166.11790166504016,10.599266973899205
165.90454564861085,10.639868359488101
165.69092347130416,10.680265274911033
165.47703689924742,10.720458022983783
165.26288769183677,10.760446906100878
165.0484776017618,10.800232226203192
164.83380837503037,10.839814284744174
164.61888175099438,10.879193382653828
164.403699462375,10.918369820307573
164.18826323528882,10.95734389749316
163.9725747892743,10.996115913380159
163.75663583731819,11.034686166486825
163.54044808588264,11.073054954653813
163.32401323493218,11.111222575010336
163.1073329779615,11.149189323947045
162.89040900202315,11.186955497089542
162.67324298775557,11.224521389266899
162.45583660941142,11.261887294487027
162.23819153488625,11.299053505909784
162.02030942574717,11.336020315820859
161.80219193726225,11.37278801560615
161.58384071842957,11.409356895725836
161.3652574120068,11.445727245693936
161.14644365454126,11.481899354049768
160.92740107639963,11.51787350833795
160.70813130179823,11.553649995083454
160.48863594883355,11.589229099772558
160.26891662951292,11.62461110682688
160.04897494978516,11.659796299586867
159.8288125095717,11.694784960287468
159.60843090279786,11.72957737003871
159.38783171742404,11.764173808808113
159.16701653547742,11.798574555398767
158.94598693308376,11.832779887431427
158.72474448049903,11.866790081326952
158.5032907421416,11.900605412285993
158.2816272766245,11.934226154274546
158.05975563678788,11.967652580004298
157.83767736973084,12.000884960918883
157.615394016845,12.033923567173806
157.39290711384655,12.066768667622116
157.17021819080955,12.099420529801309
156.94732877219857,12.131879419914519
156.72424037690217,12.164145602818017
156.50095451826604,12.19621934200608
156.2774727041261,12.228100899597253
156.0537964368424,12.259790536320775
155.8299272133324,12.291288511502263
155.60586652510472,12.322595083052297
155.3816158582931,12.353710507453107
155.15717669368942,12.384635039746676
154.93255050677905,12.415368933520522
154.7077387677737,12.445912440899868
154.48274294164588,12.476265812532544
154.2575644881632,12.506429297581825
154.0322048619227,12.536403143711382
153.80666551238488,12.566187597078244
153.58094788390824,12.595782902320387
153.35505341578374,12.625189302548668
153.12898354226942,12.654407039336157
152.90273969262464,12.68343635270922
152.67632329114514,12.712277481136603
152.44973575719752,12.74093066152435
152.22297850525374,12.769396129204207
151.99605294492642,12.79767411792561
151.76896048100303,12.825764859848414
151.54170251348125,12.853668585535258
151.3142804376036,12.881385523943168
151.0866956438925,12.908915902416085
150.8589495181851,12.93625994667824
150.63104344166834,12.963417880827656
150.40297879091395,12.990389927328335
150.17475693791357,13.017176307003638
149.94637925011364,13.043777239030783
149.71784709045065,13.070192940934769
149.48916181738613,13.09642362858234
149.26032478494196,13.122469516174979
149.0313373427351,13.148330816244586
148.80220083601327,13.174007739648498
148.57291660568967,13.199500495563345
148.34348598837826,13.224809291479447
148.11391031642916,13.249934333198594
147.88419091796345,13.274875824825985
147.6543291169087,13.299633968767944
147.42432623303392,13.32420896572647
147.19418358198473,13.348601014695124
146.96390247531875,13.372810312956638
146.73348422054053,13.396837056076428
146.50293012113684,13.420681437900198
146.27224147661192,13.444343650549675
146.04141958252245,13.467823884419696
145.81046573051276,13.491122328174827
145.57938120835007,13.514239168746053
145.34816729995944,13.537174591326442
145.11682528545904,13.559928779369573
144.8853564411952,13.582501914587047
144.65376203977726,13.604894176944091
144.42204335011314,13.627105744656967
144.19020163744383,13.64913679419278
143.95823816337887,13.67098750026337
143.72615418593108,13.692658035827073
143.49395095955157,13.714148572083092
143.26162973516483,13.735459278470561
143.02919176020364,13.756590322666478
142.79663827864394,13.777541870584724
